title,question,answer,tag
Salep yang ampuh untuk mengatasi pinggang pegal,selamat siang. dokter saya wanita usia 47 tahun. saya ada problem soal rasa pegal pada pinggang yang menjalar ke paha dan betis. jalanpun terasa ngilu jadinya. ini saya alami sudah hampir 1 minggu. saya dari kemaren hanya olesin minyak kayu putih to tidak mempan dok. tolong info untuk salep pegal pinggang yang ampuh untuk saya dong dokter. makasih,"keluhan rasa pegal yang dialami pada bagian pinggang dan menjalar ke paha hingga betis kondisi ini dapat disebabkan oleh beberapa hal penyebab seperti : diatas adalah beberapa kemungkinan penyebab yang bisa terjadi, namun untuk memastikannya diperlukan pemeriksaan secara langsung ke dokter agar dapat dilakukan pemeriksaan lebih lanjut dengan begitu bisa dipastikan penyebabnya dan diberikan penanganan yang tepat sesuai penyebab yang mendasari. jadi saran saya jika sudah melakukan tips yang saya sebutkan namun tidak ada perbaikan dan semakin berat hingga menyebabkan anda sulit melakukan aktivitas maka sebaiknya untuk anda menemui dokter lebih lanjut secara langsung. ada beberapa tips yang bisa anda lakukan seperti : kompres hangat pada bagian yang sakit anda bisa mengoleskan cream capsaicin yang dapat anda beli bebas di apotik konsumsi obat antinyeri seperti paracetamol istirahat yang cukup mandi atau berendam dengan air hangat hindari berdiri atau duduk terlalu lama hindari memakai sepetu yang sempit atau sepatu berhak tinggi sementara waktu semoga dapat membantu",sakit-pinggang obat
Bagaimana cara untuk menghilangkan tidur mendengkur?,"siang dok, saya mau tanya. ibu saya berusia 60 tahun.. sudah sejak lama ibu saya mendengkur saat tidur, tapi belakangan ini semakin parah mendengkurnya..bagaimana cara mengatasinya ya dok? beberapa hari lalu saya melihat iklan di tv mengenai alat yg bisa menghilangkan mendengkur saat tidur, apakah itu akurat dok?","mendengkur ialah suatu kondisi ketika mengeluarkan suara keras saat tidur. hal ini terjadi akibat dampak dari terhalang atau menyempitnya saluran pernapasan yang dimana penyempitan ini menyebabkan geteran pada saluran pernapasan ketika tidur sehingga menimbulkan suara dengkuran. mendengkur atau mengorok dapat dialami setiap orang dan umumnya tidak perlu dikhawatirkan. namun kondisi ini juga dapat menjadi gangguan kesehatan seperti sleep apnea. mendengkur yang keras dan dalam jangka waktu yang lama dapat menyebabkan terjadinya gangguan kesehatan seperti penyakit jantung atau stroke. pada usia ibu anda mendengkur dapat terjadi akibat terhalnganya saluran pernapasan akibat melemahnya otot tenggorokan umumnya akibat penunaan. selain itu juga ada beberapa kondisi yang dapat menyebabkan hal ini seperti obesitas, hidung tersumbat. penanganan mendengkur sesuai penyebabnya, untuk mengetahui penyebabnya diperlukan pemeriksaan secara langsung ke dokter. namun untuk sementara ada beberapa tips dirumah yang bisa dilakukan untuk mencegah keluhan seperti : jaga berat badan tetap ideal tidur dengan posisi miring tidur dengan posisi kepala sedikit lebih tinggi tidur yang cukup untuk alat dengkur memang banyak dijual namun sebaiknya hindari penggunaan alat chin strap karena dapat menyebabkan efek samping karena perlu bernapas lewat mulut, hal ini menjadi sulit dan menjadi bahya ketika seseorang harus berusaha keras hanya bisa bernapas saat terlelap malam hari. sebaiknya untuk tidak menggunakan alat terlebih dahulu, lakukan tips yang saya sebutkan diatas, namun jika sangat menganggu sebaiknya konsultasi lebih lanjut ke agar mendapatkan pemeriksaan dan penanganan yang tepat. semoga dapat membantu",gangguan-tidur
"Apakah coklat bikin batuk, mitos atau fakta?","sering kali orang tua menganggap kalau coklat bikin batuk. dan melarang anak diberikan coklat. dan coklat merupakan makanan kesukaan anak2 maupun dewasa. yang ingin saya pertanyakan disini, apakah coklat bikin batuk? itu mitos atau fakta? mohon pencerahannya. terimakasih","Coklat memang menjadi favorit oleh segala usia, namun masalahnya coklat sering dilarang oleh orang tua dikonsumsi karena beranggapan coklat membuat batuk. Sebelumnya anda perlu tahu bahwa batuk merupakan refleks yang dipicu oleh stimulasi dari saraf sensoris di saluran napas untuk membersikan jalan napas dari berbagai iritan, iritan ini dapat berupa debu, asap atau makanan yang masuk ke saluran napas, setelah jalan napas terbebas dari iritan keluhan akan menghilang, selain itu batuk juga bisa terjadi akibat infeksi saluran napas baik virus maupun bakteri. Jadi sesuai penjelasan saya batuk tidak berkiatan dengan konsumsi coklat, belum ada penelitihan lebih lanjut bahwa coklat menyebabkan batuk, namun bukan berati boleh makan coklat sembarangan, jika ingin konsumsi coklat sebaiknya tidak terlalu sering atau berlebihan karena bisa memicu peningkatan berat badan karena ia mengandung tinggi gula atau tinggi kalori. Anda bisa pilih jenis coklat berupa dark coklat karena rendah kalori. Semoga dapat membantu",batuk konsultasi-gizi-dan-pola-makan
Apa manfaat dan kegunaan botox untuk wajah?,"alodokter, dok saya ingin bertanya, sebenernya apa sih dok efek botox untuk wajah. temenku pake kok malah alisnya naik sebelah dok. mohon pencerahannya. thanks","Botox atau botalinum toxin yaitu obat yang terbuat dari bakteri clostridium botulinum yaitu bakteri penyebab botulisme yang dimana obat ini bekerja dengan cara memblokir aktivitas saraf dan otot sehingga otot akan melemah dan lumpuh sementara waktu inilah yang membuat keriput atau kerutan di kulit sekitar lokasi penyuntikan tampak berkurang atau bahkan hilang. Dimana efek botox biasanya baru dirasakan beberapa hari setelah obat disuntikan dan akan bertahan selama 3-6 bulan. Selain itu botox juga dapat membentuk atau memperbaiki tampilan wajah seperti membuat wajah menjadi lebih tirus. Suntik botox umumnya aman selama dosis yang diberikan tepat dan dilakukan oleh dokter berpengalaman, meski begitu botox juga dapoat menimbulkan beberapa efek samping salah satunya alis miring atau kelopak mata turun. Jika mengalami efek samping botox yang menganggu maka perlunya menemui dokter yang menangani sebelumnya, jadi kondisi dialami oleh teman anda ialah efek samping dari botox ya. Semoga dapat membantu",kecantikan wajah
Bagaimana cara memasang koyo yang benar dan apa efek sampingnya?,"alodokter, dok jadi kan saya sakit pinggang, trs mau pake koyo. apakah ada aturannya dok cara pake koyo itu di pakein ke lokasi yg sakit apa cukup di tempelin di sekitar yg sakit saja dok? dan pemakainnya itu bagusnya berapa lama demi menghindari efek samping nih dok? tolong penjelasannya ya dokter. makasih","untuk Alodokter, Penggunaan obat pereda nyeri dalam bentuk boleh saja dipilih untuk digunakan ketika mengalami keluhan nyeri seperti sakit pinggang atau sakit otot pada area lainnya. Obat ini umumnya mengandung metil salisilat, l-menthol, camphor, atau capsicum, yang dapat memberikan sensasi dingin dan hangat pada kulit sehingga rasa nyeri dapat teralihkan dan terasa berkurang. Pemakaiannya hanya perlu dengan menempelkan koyo ke bagian tubuh yang sakit, hingga maksimal 8 jam untuk mencegah iritasi pada kulit yang ditandai dengan kulit menjadi terasa sangat panas, gatal, dan kemerahan berlebih, dengan penggunaan koto maksimal 3-4 koyo per hari. Namun, jika nantinya anda memiliki kulit yang sensitif dan mengalami efek samping dari penggunaan koyo yaitu seperti kemerahan berlebih di kulit, gatal, rasa terbakar, munculnya lepuh hingga kulit mengelupas, maka hentikan penggunaan dan segera periksakan diri anda ke dokter. Demikian yang dapat kami sampaikan, semoga bermanfaat. Terima kasih.",relaksasi
Bagaimana cara cepat meniruskan pipi secara alami?,"alodokter, dok saya mau nanya. saya wanita usia 27 th. saya punya tipe wajah tegas / kotak. saya terkadang tidak pd, soalnya ini membuat saya terlihat galak. saya pengen tirus / v-shape pipinya. tapi tidak dengan cara kedokteran. apakah ada cara cepat dan alaminya dokter?","Alo, saya dr. Tirtawati Wijaya. Terima kasih sudah bertanya ke Alodokter. Bentuk wajah secara garis besar ditentukan 2 komponen utama, yaitu jaringan keras berupa tulang di wajah, dan jaringan lunak berupa otot dan lemak. Prosedur untuk merubah bentuk wajah dengan memanipulasi jaringan keras umumnya lebih invasif dibandingkan jaringan lunak; yaitu berupa operasi terbuka untuk memotong dan membuang bagian tulang tertentu yang tidak diinginkan. Berikut ini adalah beberapa beberapa cara yang bukan merupakan cara kedokteran namun cepat atau alami untuk membuat wajah terlihat tirus: Menurunkan berat badan, terutama bila Anda memiliki berat badan berlebih. Cara ini alamiah namun tidak memberikan hasil yang cepat, karena menurunkan berat badans secara alamiah memerlukan waktu cukup lama. Cara ini juga tidak banyak efeknya bila berat badan Anda sudah ideal dan bentuk wajah Anda lebih disebabkan oleh bentuk tulang, bukan karena tumpukan lemak di pipi. Menutupi pipi dengan rambut. Pilih model rambut yang berlapis atau menggerai agar membingkai wajah Anda membentuk huruf V. Hindari potongan rambut pendek atau tatanan yang mengekspos pipi dan rahang (misalnya menyanggul, ikat ekor kuda, dan sebagainya). Cara ini tidak meniruskan pipi/wajah Anda per se, namun sangat efektif, alamiah, dan memberikan hasil yang cepat berupa wajah tampak tirus. Menggunakan make up untuk membuat ilusi bentuk wajah V, yaitu menggunakan teknik contouring. Berikan highlight di area yang ingin Anda tonjolkan (dagu, batang hidung, cheek bone, dahi), dan shadow / warna gelap di area yang ingin Anda sembunyikan (rahang dan pipi bagian bawah). Demikianlah penjelasan singkat saya, semoga bermanfaat. Info tambahan dapat Anda baca di artikel berikut ini : https://www.alodokter.com/ingin-punya-wajah-tirus-ini-caranya https://www.alodokter.com/seputar-teknik-mewing-yang-perlu-kamu-ketahui https://www.alodokter.com/komunitas/topic/bagaimana-cara-tiruskan-wajah-tanpa-melakukan-operasi-",wajah
"Kulit kering saat hamil 12 minggu, apakah normal?","dok, saya wanita 25 tahun. saat ini sedang hamil anak pertama. usia kehamilan 12 minggu, tapi sekarang kulit wajah saya kering hingga mengelupas dok. apakah itu nornal? soalnya saat hamil saya tdk pernah pakai produk kecantikan apapun. tapi hanya kulit wajah yg kering dok. solusinya apa ya dok? apakah ini pembawaan darai bayi ya? terima kasih","untuk Alodokter.Perubahan hormon yang terjadi selama kehamilan dapat menyebabkan perubahan jenis kulit termasuk dapat pula , dimana menandakan bahwa anda perlu mencukupi asupan air mineral minimal 2 liter per hari untuk mencukupi hidrasi kulit. Selain itu, anda juga perlu mengganti sabun yang tidak mengandung pewangi atau yang dikhususkan untuk kulit sensitif, menggunakan pelembab seperti body lotion dan juga pelembab kulit wajah yang dapat digunakan oleh ibu hamil seperti pelembab yang mengandung hyaluronic acid, urea, ceramide, glycerin, panthenol, atau essential oil, yang masih aman untuk digunakan ibu hamil, serta gunakan tabir surya secara rutin untuk mencegah paparan sinar matahari yang dapat merusak kulit. Anda hanya perlu menghindari produk perawatan kulit atau makeup yang mengandung hidrokuinon, retinol, tretinoin, atau merkuri, untuk mencegah kealinan pada janin.Demikian yang dapat kami sampaikan, semoga bermanfaat. Terima kasih.",kehamilan perawatan-kulit
Diet yang mudah untuk mengatasi perut buncit,"hai dokter semua. saya mau bertanya, diet yang paling mudah dan tanpa obat apa ya dok? umur sya 23 tahun, tinggi badan saya 257 dan berat 66 kg dan perut saya buncit. mohon pencerahannya dok, saya ingin kurus seperti dulu. terima kasih","untuk Alodokter.Untuk menurunkan berat badan yang aman dan sehat, maka anda perlu menurunkan asupan kalori dari kebutuhan kalori harian anda yang dapat anda hitung sebelumnya seperti pada atau melalui kalkulator BMR. Setelahnya mengetahui kebutuhan kalori harian atau BMR anda, maka anda dapat mengurangi sebanyak 500-1000 kalori per hari 0.5-1 kg/minggu seperti yang disebut dengan , dimana pada wanita dewasa disarankan mengonsumsi sebanyak 1100-1600 kalori per hari, dan pria dewasa mengonsumsi 1500-2000 kalori per hari. Selain itu, anda juga dapat menerapkan metode intermittent fasting yang terdiri dari beberapa jenis dan dapat anda sesuaikan dengan aktivitas anda sehari-hari, seperti pada Pilih jenis makanan , rendah lemak jenuh, serta , hindari makanan berlemak, berminyak, tinggi gula dan garam, serta olahraga minimal 3-5 kali seminggu dapat melakukan senam pilates untuk sehingga menghilangkan perut buncit.Demikian yang dapat kami sampaikan, semoga bermanfaat. Terima kasih.",diet
Apakah penyakit kanker nasofaring stadium 4 bisa disembuhkan?,"halo dok, saya mau tanya dok. tante saya terkena kanker nasofaring sudah hampir 3 tahun, seingat saya saat ini tante saya sudah stadium 4. apakah kanker nasofaring stadium 4 bisa disembuhkan dok? jika bisa, berapa lama masa penyembuhannya?","untuk Alodokter. merupakan kondisi dimana adanya pertumbuhan jaringan tumor yang ganas pada salah satu area di tenggorokan yang disebut dengan nasofaring, dimana lebih mudah terjadi pada seseorang dengan riwayat keluarga yang memiliki kanker, memiliki kebiasaan merokok dan konsumsi alkohol, dan terpapar oleh virus EBV berkepanjangan. Tingkat kesembuhan kanker nasofaring bergantung pada derajat keparahan kanker dan respon tubuh terhadap terapi, dimana jika memang kanker dapat membaik dengan terapi maka akan lebih baik juga kemungkinan kesembuhannya. Namun, pada kanker nasofaring yang sudah berada pada stadium 4 dimana kemungkinan sudah mengalami metastasis atau penyebaran ke kelenjar getah bening atau organ lainnya, maka kemungkinan kesembuhannya akan sangat kecil, terutama jika dengan dilakukannya terapi kanker belum kunjung mengecil ataupun menghilang. Untuk lebih jelasnya lagi, maka anda perlu meminta penjelasan dengan dokter bedah onkologi yang merawat tante anda dimana dokter tersebut yang lebih mengetahui kondisi penyebaran kanker pada tante anda saat ini.Demikian yang dapat kami sampaikan, semoga bermanfaat. Terima kasih.",kanker-nasofaring
Makanan apa yang harus dikonsumsi untuk meningkatkan Hb?,"halo dok, selamat pagi. saya mau konsultasi. kemarin saya melakukan tes lab darah dan hasilnya hb saya rendah dok (10) normalnya kan hb pada pria dewasa itu 14-18 ya. jadi saya menyimpulkan kalau saya kekurangan hb dok. pertanyaan saya makanan apa yang harus saya konsumsi agar hb saya cepat naik dan kembali normal?","Selamat sore, terima kasih telah bertanya di Alodokter. Hb atau hemoglobin adalah komponen dalam sel darah merah yang berperan penting untukmengikat oksigen dalam darah. Sehingga, kekurangan hemoglobin akan menyebabkan kurangnya oksigen pada jaringan yang dapat memicu timbulnya gejala berupa pucat, lemas, sakit kepala, pusing, hingga sesak napas. Hemoglobin normal pada orang dewasa ada pada rentang 13 mg/dl untuk laki-laki dan 12 mg/dl untuk perempuan, serta 11 mg/dl bagi wanita hamil. diantaranya adalah: Faktor genetik untuk kencenderungan Hb rendah Kurang asupan nutrisi tertentu seperti asam folat dan zat besi Gangguan ginjal Gangguan hati Efek samping obat-obatan Pada kasus Anda, Hb 10 memang secara angka bisa dikatakan rendah. Namun untuk menentukan apakah rendahnya itu perlu ditindak lanjuti atau tidak, kita tetap harus menilai secara keseluruhan, apakah Anda memiliki gejala tertentu, bagaimana hasil pemeriksaan lainnya, serta bagaimana hasil pemeriksaan sebelum ini. Sebab memang ada sebagian orang yang memiliki Hb yang cenderung rendah, tapi itu bukan kelainan dan tidak mengalami gejala apapun, sehingga tidak perlu ditangani. Sementara itu, Anda bisa menyesuaikan pola hidup dengan mencukupkan istirahat, banyak minum air putih, perbanyak konsumsi daging, hati sapi atau hati ayam, bayam, brokoli, makanan laut, kacang hijau, kacang merah, kale, dan sereal yang diperkaya zat besi serta asam folat. Kemudian jika Anda memang mengalami gejala tertentu, Anda bisa melanjutkan pemeriksaan dengan berkonsultasi dengan dokter penyakit dalam, baik secara langsung ataupun dengan memanfaatkan fitur chat dokter kami bila itu lebih nyaman bagi Anda. Sekian, semoga menjawab pertanyaan Anda.",nutrisi anemia
Apa penyebab keluar pendarahan setelah berhubungan intim?,"hai dok, saya mau bertanya. ketika setelah hubungan keluar darah setelah mandi pun darah masih keluar sedikit dan bercak di celana dalam. saya pikir akan haid tapi darah nggak keluar banyak lalu 3 hari setelahnya baru keluar darah haid. apakah darah yg keluar itu karena berhubungan atau memang sudah jadwalnya haid dok?","Selamat sore, terima kasih telah bertanya di Alodokter. Keluarnya darah setelah berhubungan intim bisa disebabkan karena berbagai faktor, bisa karena memang sudah mendekati jadwalnya haid, bisa karena gesekan saat berhubungan seksual, bisa karena kurangnya pelumas alami tubuh saat berhubungan seksual, dan bisa juga karena sebab infeksi atau perlukaan lain. Untuk mengetahui ini diperlukan pemeriksaan lebih lanjut. Namun, bila Anda tidak mengalami keluhan yang berkelanjutan dan tidak ada gejala yang mengganggu, maka terlepas dari apa penyebab aslinya, harusnya tidak diperlukan penanganan khusus. Saran kami, upayakan untuk memperlama waktu pemanasan sebelum berhubungan seksual, hindari memaksakan memasukkan penis ke dalam vagina jika dirasa masih sulit, dan bila perlu, gunakan pelumas yang dapat Anda beli di apotek terdekat. Jika siklus haid Anda menjadi tidak teratur, ada nyeri berkemih, nyeri perut bawah, atau Anda jadi selalu merasa nyeri ketika berhubungan seksual, periksakan diri Anda lebih lanjut pada dokter kandungan atau dokter kulit dan kelamin untuk ditangani lebih lanjut. Sekian, semoga menjawab pertanyaan Anda.",menstruasi hubungan-intim
Efek samping menggunakan make up kedaluwarsa,saya punya bedak sama foundation udh expired tapi sayang masih banyak trs saya pake di wajah saya. alhamdulillah aman2 aja dokter. apakah masih bisa digunakan lagi dokter?,"Tak hanya makanan, kosmetik juga memiliki tanggal kadaluarsa pemakaian yang tercetak pada kemasan, namun karena alasan baru di pakai sedikit dan umumnya tahan lama, banyak wanita sering kali tidak memperhatikan tanggal kadaluarsa dari produk kosmetik yang digunakan.Padahal jika sudah melewati tanggal kadaluarsa produk kecantikan tersebut tidak lagi aman digunakan. Selain efeknya tidak lagi maksimal, penggunaan kosmetik kadaluarsa juga tidak baik bagi kesehatan kulit. Dimana kosmetik yang telah kadaluarsa umumnya sudah mengandung banyak bakteri dan jamur yang dapat menyebabkan beberapa gangguan pada kulit seperti jerawat, ruam kulit, infeksi kulit dan mata. Serta tidak hanya memperhatikan tanggal kadaluarsa jika produk kosmetik mengalami perubahan bentuk, warna dan bau maka sebaiknya tidak digunakan. Untuk kondisi anda sebutkan saran saya tidak menggunakan produk tersebut lagi ,walau anda merasa sayang dan tidak menyebabkan efek apa-apa diwajah anda saat ini, mungkin saja belum beraksi, untuk mencegah timbulnya reaksi pada kulit anda sebaiknya ganti dengan produk yang baru. Semoga dapat membantu",alergi wajah
Rekomendasi buah pereda asam lambung saat hamil,"jadi gini dok, saya sedang hamil 5 bulan. semakin besar kandungan saya asam lambung saya jadi sering kambuh. buah pereda asam lambung saat hamil apa dokter? saya klo minum obat terus-terusan takut berpengaruh ke janin dok.","Penyakit asam lambung (GERD) pada ibu hamil biasanya terjadi pada trimester kedua dan ketiga kehamilan, asam lambung bisa naik ke kerongkongan sehingga menyebabkan gejala heartbrun atau dada terasa panas. Perubahan hormon merupakan faktor utama yang menyebabkan naiknya asam lambung saat hamil, yang dimana lambung memiliki katup yang disebut sfingter kardia yaitu otot berbentuk cincin yang terletak di antara tenggorokan dan lambung, sfingter ini melemas saat kita menelan makan sehingga makan bisa masuk kelambung dan berkontraksi setelah makan masuk sehingga makanan dari lambung tidak bisa kembali ke tenggorokan namun pada masa kehamilan, perubahan hormon dapat mengurangi kekuatan otot sfingter sehingga asam lambung mudah naik ke tenggorokan ditambahkan lagi pertumbuhan janin yang semakin membesar akan membuat lambung semakin tertekan dan membuat isi lambung terdorong ke atas. Ada beberapa cara untuk mencegah asam lambung naik atau meringankan gejala yang diakibatkan kondisi ini seperti : Biasakan makan dengan porsi kecil tapi sering Kunyah makanan dengan perlahan sampai benar-benar halus sebelum ditelan Hindari minum dalam jumlah banyak saat makan Hindari berbaring setelah makan Hindari menggunakan pakain yang ketat Hindari mengonsumsi makanan pemicu penyakit asam lambung seperti pedas, berlemak, serta minuman bersoda dan berkafein Konsumsi teh jahe hangat untuk meredakan keluhan perut terasa tidak nyaman Tidak ada buah untuk mengatasi penyakit asam lambung, jika gejala cukup menganggu ibu tetap di anjurkan konsumsi obat, ibu tidak perlu takut obat yang diberikan merupakan obat yang aman untuk ibu konsumsi, sebaiknya obat di dapat dari dokter ya bu, bisa konsultasi dengan dokter secara langsung atau melalui chat via aplikasi alodokter. Semoga dapat membantu",asam-lambung nutrisi-ibu-hamil
Cara ampuh mengatasi payudara bengkak pasca melahirkan,"dok saya abis melahirkan 2 minggu yang lalu. payudara saya tidak di minum asinya dok, saya sengaja kasih sufor untuk anak saya. kok sekarang ini malah payudara bengkak dok. yang ingin saya tanyakan ini penyebabnya apa dokter dan bagaimana solusinya untuk mengatasi payudara bengak setelah melahikan. apa ini yang dinamakan mastitis dok?","Saat menjelang persalinan, produksi ASI akan semakin meningkat karena pengaruh hormon dalam tubuh. Akan tetapi, ASI ini seringnya tidak akan langsung keluar dengan lancar, kecuali jika disedot langsung oleh bayi atau diperah. Kondisi Anda yang tidak menyusui bayi Anda jelas saja akan mmbuat ASI menumpuk dan membuat payudara membengkak, terasa nyeri, bahkan bisa sampai muncul benjolan, memicu demam, dan beragam keluhan lainnya. Jika tidak segera ditangani, kondisi ini bisa berujung pada dan produksi ASI pun akan terus berkurang. Saran kami, kondisi Anda diatasilah dulu dengan: Susui bayi Anda ASI (ASI memiliki nutrisi yang jauh lebih baik bagi bayi Anda ketimbang susu formula sebagus apapun) Sering-sering memerah ASI Anda setiap 2 jam sekali Kompres hangat dan pijat lembut payudara Anda yang membengkak Kenakan bra yang nyaman, bersih, dan lembut bahannya Perbanyak istirahat dan terapkan diet sehat Lebih lanjut, Anda bisa berkonsultasi dengan dokter kami di aplikasi atau periksalah langsung ke konselor laktasi terdekat ya.. Semoga membantu.",payudara mastitis
Berat badan naik drastis saat melakukan diet pada remaja,"dokter saya normal gak sih dok, saya remaja usia 17 th, saya 2 bulan lalu tb sama bb ku 160 dan 52, sekarang saya tu konsumsi suplemen tap malah makin doyan makan, trs makanan yang saya makan itu, makan berlebihan dan mengonsumsi diet tinggi kalori tetapi rendah nutrisi, saya belajar itu dari internet dokter. tapi kok malah bb saya jadi naik drastis ya skrg aja udah 58 saat nimbang. aman gak ya dok ini?","Terima kasih atas pertanyaannya. Sebelumnya diet sendiri merupakan pengaturan makan yang dilakukan salah satunya untuk memperoleh berat badan yang diinginkan. Sehingga sebelumnya perlu diketahui mengenai diet yang dilakukan apakah bertujuan untuk menurunkan berat badan atau memang untuk menaikkan berat badan. Untuk mengkategorikan berat badan apakah termasuk kurus, normal atau berlebih dilakukan dengan menghitung atau indeks massa tubuh. Untuk menghitungnya dilakukan dengan, yaitu: Indeks massa tubuh (IMT) = berat badan (kg) : tinggi badan (m)ÃÂ² Setelah mendapatkan hasil, dapat dikategorikan bahwa berat badan termasuk berat badan berlebih = IMT antara 25Ã¢ÂÂ29,9, berat badan normal = IMT antara 18,5Ã¢ÂÂ24,9, berat badan di bawah normal = IMT di bawah 18,5. Diet sendiri bila ditujukan untuk melakukan penurunan berat badan penting untuk diperhatikan bahwa tidak semua jenis diet dapat sesuai untuk masing-masing orang, sehingga penting untuk mengetahui diet yang dilakukan apakah sesuai atau tidak. Normalnya, saat diet yang aman dapat menurunkan berat badan sedikit-sedikit dan tidak langsung ekstrim. Penurunan berat badan terlalu ekstrim dapat memicu keluarnya nutrisi berlebih. Mengenai suplemen yang dikonsumsi, perlu diketahui isi dari suplemen tersebut. Suplemen tersebut perlu diwaspadai bila berat badan naik dengan drastis. Hal ini bisa jadi dapat disebabkan karena suplemen yang dikonsumsi bisa saja berisi obat misalnya kortikosteroid yang dapat mempunyai efek samping salah satunya meningkatkan berat badan. Sebaiknya bila berat badan bertambah dengan pesat, perlu diwaspadai efek samping obat yang dikonsumsi. Sebaiknya perlu diwaspadai perubahan berat badan secara drastis dapat disebabkan karena asupan kalori terlalu banyak, massa otot bertambah,aktivitas fisik kurang,konsumsi obat-obatan tertentu, stres, kurang tidur, sertakonsumsi gula berlebih. Sebaiknya saat ini mengembalikan mindset mengenai diet yang dilakukan yaitu diet yang sehat dan berhenti terlebih dahulu menggunakan suplemen terutama diet yang dilakukan itu bersifat individual dan tidak bisa disamaratakan dengan hasil yang diperoleh orang lain. Bila tidak yakin dapat melakukan konsultasi ke . Terima kasih, semoga membantu.",peningkatan-berat-badan remaja
Cara yang aman untuk mengatasi biang keringat di wajah bayi,â siang dok.. bayi saya usia nya sudah 2 bulan. pada wajah bayi saya ada bercak\ yg kalo saya searching itu mirip sama biang keringat.. bayi saya tampak tidak nyaman dok.. gimana ya cara yg aman buat mengatasi biang keringat yg ada di wajah bayi saya dok?,bunda biang keringat atau dalam dunia medis disebut dengan miliaria yaitu suatu kondisi dimana adanya penyumbatan pada pori kulit sehingga keringat tidak dapat keluar. hal ini rentan terjadi pada bayi karena kelenjar keringat yang belum terbentuk sempurna serta pori-pori kulitnya yang kecil. umumnya biang keringat bukan hal yang serius karena akan membaik dengan sendirinya dengan melakukan perawatan di rumah secara mandiri bunda. ada beberapa tips yang bisa bunda lakukan seperti : pasti si kecil ditempatkan ruangan yang sejuk gunakan pakaian yang lembut dan longgar gunakan AC atau kipas angin setelah mandi sebaiknya berikan lation atau cream calamine atau berikan lation khusus ruam yang dapat anda beli bebas di apotik dan toko bayi pastikan setelah bayi mandi keringkan dengan menggunakan handuk lembut jika biang keringat membuat anak menjadi rewel tidak ada perbaikan dalam waktu 5-7 hari tidak ada salahnya bunda melakukan konsultasi secara langsung ke agar mendapatkan penanganan yang lebih tepat. semoga dapat membantu,bayi biang-keringat
"Mata bayi baru lahir kuning, bagaimana solusinya?","â selamat siang, dok saya baru melahirkan 8 hari lalu, bayi saya nyusu juga lancar alhamdulillah, namun saya melihat mata bayi saya masih kuning. padahal pas lahir pertama kali lihat semuanya baik-baik aja. apakah ini penyakit kuning bayi dok? saya khawatir kondisi bayi saya dok. penanganganya seperti apa selanjutnya ini dokter.","Alo, saya dr. Tirtawati Wijaya. Terima kasih sudah bertanya ke Alodokter. Bayi kuning atau neonatal jaundice ada yang normal ada juga yang tidak normal. Kondisi ini tergolong tidak normal dan berisiko menyebabkan kerusakan otak bayi bila: Muncul pada bayi dalam 24 jam pertama kehidupannya setelah dilahirkan. Bayi menunjukkan tanda dan gejala terjadinya penyakit serius seperti demam, lemas, tidak mau menyusu, tampak kesakitan, dan sebagainya. Kadar serum bilirubin total lebih dari 17 mg/dL (diketahui dari hasil pemeriksaan darah, atau dapat diperkirakan dari seberapa luas bagian tubuh bayi yang tampak kuning). Namun sebagian besar kasus bayi kuning (sekitar 70%-80%) adalah normal, yang umumnya disebabkan belum berkembangnya metabolisme tubuh bayi untuk membersihkan bilirubin. Neonatal jaundice yang normal ini umumnya baru mulai muncul setelah bayi berusia beberapa hari dan akan membaik dengan sendirinya saat pemecahan sel darah merah (hemolisis) berkurang dan fungsi liver bayi meningkat. Untuk penanganan bayi kuning, berikut ini adalah beberapa hal yang dapat Anda lakukan: Susui bayi sesering dia mau; jangan dibatasi dan tidak perlu diberi jadwal. Berikan ASI eksklusif selama 6 bulan pertama kehidupan bayi, tidak perlu tambahan air putih, susu formula, air tajin, pisang kerok, dan sebagainya. Periksa kondisi / warna kulit bayi di tempat yang cukup pencahayaannya. Kuning di mata memang lebih mudah terlihat karena bagian mata yang berwarna putih, namun kuning bayi yang terlihat di bagian tubuh lain dapat mengindikasikan seberapa parah kuning bayi yang terjadi. Perhatikan apakah kulit bayi terlihat kuning atau makin meluas bagian kulitnya yang kuning. Bila bayi berkulit gelap, bunda perlu menekan sedikit bagian tubuh bayi yang akan diperiksa; bila warna kulitnya memucat segelah ditekan, kemungkinan bayi mengalami kuning di area tersebut. Kontrol rutin bayi ke Posyandu / bidan / puskesmas / dokter dan lengkapi imunisasi sesuai jadwal. Segera bawa bayi ke dokter anak atau IGD terdekat bila terjadi demam, tidak mau menyusu, muntah, lemah/letih/lesu/mengantuk terus, rewel dan gelisah, tampak kesakitan, menangis melengking dengan frekuensi tinggi. Demikianlah penjelasan saya, semoga bermanfaat. Informasi tambahan tentang bayi kuning dapat Anda baca dihttps://www.alodokter.com/bayi-kuning-apakah-kondisi-ini-berbahaya-bagi-si-kecil",bayi penyakit-kuning
